pid,front_text,back_text
200009572,Q분할선10,
199703217,징코민,징코민
200403584,YM,NRX
198401235,EPM,EPM
200209637,HYCAMTIN 0.25          mg,
200209638,HYCAMTIN 1mg,
199602981,Y분할선H,DX05
200606830,KOLON분할선PSD,
200209639,GXCM3,
200403573,YM-L,
200403575,YM T-Soft,
200403586,YM,MV
200403588,YHML25,
200608322,징코민,징코민
200403591,YM-QRT,
200807811,BLF,
200108711,GX분할선FC3,GX분할선FC3
200209635,GXCH7,
198401253,SK&F200,TAGAMET
199903726,YM-MSL,
200308861,YM,Z
198701888,SK&F----,분할선
200108691,51H,
200108692,52H,
200807809,10분할선00,분할선
200807753,VH16,TJ
200307776,gsk,4/500
198300591,SAMJIN MAROBIVEN,
200510998,GX ES5,
200511000,GX ES7,
200511001,GXCF1,
200603850,GS CL2,5
200603851,LTG2,
200008737,GXEG3,L
200008738,GX분할선EX2,
199906877,,
200808139,YM-LF,
200808195,MTS,
199906878,,
200409980,GSK,12.5
200409982,GXCE2,
200307774,H4,
200307777,gsk,2/500
200209641,GSEC7,25
200209641,GSEE5,100
200209641,GSEE1,50
200307775,H8,
200307781,GXEH3,A
199100567,DW 250,
198000158,D.W GCL500,
199604657,50,
199906868,GXCE5,
200403601,YM,CRX분할선250
200403602,YM-B,
200403606,YM,MX
200600614,L분할선Z,YM
200604342,YM,HR
200502918,YM-G,
200403610,YM-Z,
200403611,YM D-Gad,
200701245,R분할선10,분할선
200502923,M-F,
200403615,YMERON,
199907321,GX분할선CJ7,GX분할선CJ7
200005290,INS C04,
200709529,JH,25
200400474,Ceclor D.W,
200807774,베타메드,
200610642,gsk,4/4
200610640,gsk,4/1
200610641,gsk,4/2
200808417,SCD,AV
200702596,GFS,160
200404141,INS,F2
200503271,INSCF,
199703661,UDB UDB,
200103519,T41,
200004458,헤파리버,
200404154,INS,N
200404155,INS F7,
200503263,INS,LC
200004477,T29,
200004478,T15,
200004480,T16,
200104079,KB BF,
200302697,INS C05,
200302707,INS C06,
200302710,INS F8,
200210770,KB CE,
200005886,KB MY,
200005887,PDS KB,
200404067,INS F6,
200005889,KB AL,
200803721,K.D,LC
200808414,MSD,TZ5분할선TZ5
200404073,INS C03,
200302831,KB,15
200807754,VH,TJ
200803966,YH,IT
200403700,DMCH,
200607445,마크,ATF
200411099,SU,100
200705817,ATS,
200807900,마크,GP
200803972,AJU HDC,
200709527,분할선,IWP
200503396,KB12,
200503400,KB CO,
200503401,KB13,
200502196,SLIMMER 15,
200502201,HM,MF500
200605523,WS,분할선
200100914,분할선SCD,P10
200402617,HMP,분할선
200402618,HM,T분할선5
200402623,HM분할선HM,분할선
200502186,HMP100,십자분할선
200502188,1mgHanmi,
200502189,OZ1,분할선
200202174,,
200301800,L15,
200301803,HMP Fluox    20mg,
200600474,HM750,
200502190,HM10,분할선
200502192,GT분할선800,
200502193,HMP,마크
200502194,OZ2,
200502195,SLIMMER 10,
200807873,D,10
200503267,INS C07,
201803907,KOWA α,
200608031,gsk,4/1
200003084,HMP Eun Sam,
200003086,HMP,SLT 50
199902661,HMP FNZ,
200202982,T44,
200807882,DFT,
200704488,CV,250
200704501,MX 15mg,
200202755,마크,ESP분할선
200710080,BP,
200103522,T13,
200103523,T14,
200704284,YI,71
199602290,CA,
199202069,IP 25,
199202070,IP 100,
199001832,H분할선M,ATENOLOL50
199202071,HMP,MCL분할선
199902725,Carnitil,
200003110,HanmiEXP50,
200202194,HMP,RP
199202074,Ramezol,
200301808,HM,
199400392,S50,
200003085,HM100,
200703461,KJ분할선LOX,
198401396,HD 300,
200300312,CLP CEFARO,
200603875,MSD,TZ3분할선TZ3
200301813,메가헤 로큐빈,
200807228,마크,VIL
200202201,BSC,
200102611,HanmiSPEEDPAIN,
200301809,SPEED,
200301810,마크,마크
198801976,AMB,분할선
200003109,CFT,분할선
200202180,FT-AM,
200605447,HMP10,
199702588,HMP CFX100,
198100428,H분할선M,SPA
200009535,덴트그린,
200605448,HM분할선HM,분할선
200608161,HM분할선S,
200705825,D-W,AT1
199902656,HM 목틴,
199802435,,
199902683,HM,FM
199907335,HMP,분할선
199902685,쎄쎄1000,
200102596,로페리드,
200102597,로가톤골드,
199902689,HM,
200202184,FT-CRE,
200202185,FT-C300,
200202188,FT-JTB,
200003089,FT-CCH,
199102137,HM,100
200605445,HM-CN,
200605446,HMP5,
199102138,Clocef 250,
200003096,HMP,TRZ
200802881,RY90,
200606303,Myconol250Hanmi,
200803405,HL,분할선
200807881,BR,L50
200003112,H,SP
198701383,메디락DS 10억생균,
198601223,HMP CFD500,
199802438,HMP,CL250
197500463,TMP분할선SMX,
199401586,SUDO SUDOERG  ERG,
200301818,SUSPEN  ER,
200402638,HM,RNB150
200300015,SP,250
199900554,KOLON,
199907046,Z,
200103532,브론치노말,
200103533,T12,ACP
200702891,KN MNS,
200307841,R2,
200500583,KLN GPC100,
200703163,마크,500
200003080,C분할선V,
200210097,ZD452210,
200307971,IRESSA 250,
199501767,SD,분할선
200402641,HM,SL
200410325,SEROQUEL,300
200511255,A분할선CL,032
199000568,KOLON,
200301832,RM,
200400018,SP,CNT
199600603,KL-HEPA,
200500042,SP,TER
200103537,T27,
200307847,TZ1,
200307848,TZ2,
200301824,FT-RMC,
200703132,UL 20,
199907054,NOLVADEX   D,
199907055,NOLVADEX  10,
200702948,,
200307850,R0.5,
200402630,MGF,
200301805,HM,
199504262,NOVO281,
199504263,NOVO281,
199504263,NOVO280,
199504263,NOVO282,
199806681,NOVO282,
199100632,KLN TRT1,
200703231,TJ,15
199806682,NOVO280,
200808091,7663,
200703184,마크20,
200402945,YP분할선LX,
200301825,IS10,
200301828,FT-MRB,
200703141,마크 G,
200009023,SEROQUEL  100,
200009024,SEROQUEL  200,
200703180,P,20
200009025,Adx1,마크
201707227,마크,마크
201707227,마크,마크
200109103,마크,Cdx50
200803693,LCΛT,
200410904,HMRX,
200402637,HMP,AM분할선5
200003114,HM,C50
200301831,HM분할선HM,분할선
199200476,CLP,059
199202405,GYNTEX,
200200486,TR,
200000914,KOLON 250,
200302077,EDVITA,
200403084,GJ SC,분할선
200403085,Mobid 7.5mg,
201308057,YJCL,
199101999,마크,분할선
199902269,경동 TAC,
200402349,SF,분할선
200501983,KD,MX분할선10
199902270,마크,PY
200301610,K분할선D,EL300
198701325,HANA ANA,
199802257,HN분할선200,분할선
199700809,KLN,150
200605357,ID2,
200403054,GJM,
200403056,GJJ,
200403062,GJ150,
199300649,LO10,
200704317,CT,15
199802096,경동 LU,
198902155,GJB4,
200301725,ESP,
200301726,HANA NOGAGI,
198000440,SIE,
200102918,TenC,
200102918,TenC,
200710124,POW,
200401146,TG FLU,
200705594,마크,T/N
197800117,JEIL NEU,
200102568,마크 NIZARIN　 　150mg,
200301675,SD,
200707521,YPL,
198901915,IP분할선4,SI
199602199,RX,
197500450,DAILIX,마크
199202050,SINILGCL,십자분할선
199702527,P분할선50,분할선
198500306,JD,C분할선U
200403089,GJ분할선LF,
200403090,GUJU MCM,
200605461,GJP,십자분할선
200308588,D분할선X,
200411086,GJ40,분할선
200202131,SI,ATN
200202138,TDI,
200301606,KD,IS분할선325
200002759,KD,LE
198200559,25,
198901850,HN KNT,
199702377,T,
199802384,M,SIL
200502089,HANA NGB,
199605127,S80,
199300654,JEIL2.5,분할선
199300655,JI0.5,분할선
199300656,Hy5마크 549,
199300657,Hy10마크 550,
199400456,BP,
200704307,마크,
200102931,NOT,
200202616,NEO,
199302671,PRO,
199400461,CV,
200202617,GUJU FGS,
200002761,KD,TFT분할선50
200201885,S20,분할선
200201886,KD,C1
200301612,LOT,분할선
198601102,마크,AVA
200402352,마크,C분할선V
199200633,K분할선L,B분할선10
200500592,KOLON,FC
199203487,DT,
200403044,GJSM,
200403045,POTAL,
199500419,10,JI
199500420,20,
199602565,ROYAL,
199001590,FR222,분할선
200102266,KD,RE
200002756,NEUROCETIL,
200009526,SI T,
199902439,HANA DZY,
200502156,SI,100
200502158,HR,SI
200402513,HNEVA,
200102919,SNCO,
200102920,POWER,
200403067,GJLC,
200403074,ZT,
200403075,GUJU YN50,
200400295,LD,5
199802091,DI214,5
200807943,TLC,
200604282,S분할선I,
200604285,SI,G5
199501939,SI,5분할선0
199501941,TF분할선,SINIL
199401624,HN RO,
199501906,HN FMT,
200701412,SDP,
200202148,GRF,분할선
200400200,MYCOBUTINyuyu,
198200066,YUYU,RXA
200604308,GJS,
199802093,경동 CIC,
198601164,HN 50,
199702352,HANA,
199704681,YUYU,SLT
200402346,Abenal마크KYUNG DONG,
199200705,T100,마크
199702883,GJCL,
200202609,GJAM,
200500432,IDP·C,
201310742,N분할선S,16
200701403,GD OR,500
199401549,KD,V5
200000549,IDPF90,
200102905,G분할선10,
199803014,GUJU FCS,
200403046,LIVER-S,
200403049,GUJU CF250,
200403050,TencP,
200403050,TencP,
200403050,TencP,
200403050,TencP,
200301613,KD,FA
200102543,MUCOSINIL,
200002879,HN,C
200100381,ID F,분할선
200400324,IDPF120,
200102909,GJC,
200403051,GJE,
200403052,GJ,TM
200701335,HANA NGB 100,
197500541,S25,
200103239,헤파신 헤파신,
199501958,PANDITAL,
200201879,KD,CIT
200403040,GJS,분할선
199902264,KD,CD분할선2
199802092,ACE,
199400569,BC분할선10,
200402570,Exicam 15mg,
199501942,EM분할선10,EM분할선10
199501944,1000,
199501947,SI,25
199501948,마크,마크
200202092,HN,
200502099,HN분할선DE,
200102370,A,
199902449,H분할선O,8
200502107,HN분할선C5,
200403081,GJ,
200302086,LVC,분할선
200403082,GJ,분할선
200704333,OPR,8
199602566,G-cell,
200102561,,
200202802,쿨넥신 쿨넥신,
200403041,UV,
197600554,hw26,
198701529,hw RGS   60,
200807989,마크,5
199501953,10,SIL
200502160,SI75,
200411087,GUJU AC20,
199304571,Iradol,
198800304,DHC,
197400347,SS,분할선
200403042,GUJU HMT,
200608232,GMS,분할선
199702835,hw분할선12,
200301609,마크,U
199401547,TR124,
199702414,HN 25,
199602155,SINIL MDM100,
200707944,CLP,T/A
200202615,GUJU DENQ,
200100366,CFX 100,
199200412,KUKJE OP,
200704253,KKM KLX,
200502473,YP,
200502474,YP,
200302050,hw42,분할선
199802796,hw16,분할선
198701537,hw22,
199401767,hw36,
199202334,hw74,분할선
198701539,hw31,
200003542,COSMIN COSMIN,
200808127,마크,VS2
198501322,YPG,
198901291,SJGSR,
199401133,S JSCH,
199802729,YPΛ,
200101590,마크,분할선
200703715,JyL,
199102449,YOX,
199902931,DICLOMIN DICLOMIN,
198800190,BSF,
200501018,T,C
200501018,T,C
200501018,T,C
200402944,PUROSTA,YP5
198902135,HAWON,분할선
199902977,hw CLR   250,
199202335,hw LC500,
198802374,hw RSC,
200003559,hw25,분할선
200703747,UT,L분할선P
198902101,YPL,
200808178,코푸리,
198902107,ATOLMIN50,
200402946,SV20,분할선
200502484,COSMIN COSMIN  500    500,
200302039,YPP,
198701523,Y.RANTDN150,
200402947,TYPENER,
199401768,hw CDX　 500,
200600167,D-W,D10
200600169,D-W,TL2
200202582,hw01,
200302047,hw17,
199001973,K분할선T,
200807985,KD,10/5
198200403,SJ,
198200405,URON·GI SAMJIN,
199200261,OMT,
199801495,SJ CT,
200808135,UM,VAH
199101438,Fullgram Fullgram,
199801503,SJ W,
199400191,NCT,
200300800,마크,C분할선V
200101570,ECOUGH SAMJIN,
199801504,SJ 4,
199901507,SAMJIN CHONROIN,
199901509,SJ,
198900209,DA PDL,
198501324,YPΛ,
200003537,YP분할선N,
200003538,CRB,
199802769,A분할선S,
197300135,A분할선G,A분할선G
199901519,RAPIZ SAMJIN,
200500873,YJ,75
200401102,AG SY,
200402968,hw,37
200402983,hw14,
200003560,hw30,
200302053,hw,73
200302054,hw72,
199800142,ACF,
200001807,SJ ECM,
200606297,NX분할선50,YJP
200512201,hw46,분할선
199401770,hw02,
200302051,hw40,분할선
200402981,hw분할선15,
200102827,YPMEGA-T YPMEGA-T,
200202433,Y분할선P,
199301653,SJ N,
198501452,마크,BPR
200102846,hw34,분할선
199902983,hw CDX   250,
200402982,hw76,분할선
200302052,hw CXC   7.5,
200202448,YP,
198400648,SAMJIN ANPIPEN　　　 400mg,
198600879,SJ,분할선
198700913,JETEPAR JETEPAR,
198601424,마크,CLB
200210777,YPN,
200202573,YPP,
200302015,PD,
199702831,YPSM,
198701521,YPSM,
200808004,CKD,PS10
199501198,SJ D,
199400204,TAN,분할선
200605393,DS,
200702136,마크,2876
200807986,BP,L분할선B
198801117,마크,분할선
200401729,SJ VT-M,
200202476,YRF,
200202506,YPA,
199502225,YP,분할선10
199701644,SJ K,
200402924,YP,
200402925,YPHT,
200402928,GINKO120,
200402929,ROXCIN150,
200402939,YPM,
200402976,,
200402977,,
200402979,hw FLN   50,
200803964,AS,40
200001368,A분할선G,ΛNF
200100915,A분할선G,150
200503127,HPG TRT,
200001521,LP,
199101135,SPM,I분할선Y
200102793,YΛD,
200402902,YP,
200402903,RB100,
199502197,YPS,
198100425,마크,SIL
197800391,SINIL MCM      500,
200600674,G,M
198800802,MYUNGIN☆,BR분할선5
198100253,ALBU,I분할선Y
200300064,LEX,
200501216,I분할선Y,CLT
200501225,IYPFNST,십자분할선
200501235,IY,
198900901,GR 10 MIP,
198900902,GR25 MIP,
199700126,HT BPR,
200410890,HTVAS,
199304554,HTEdee,
199605013,LC,
200301790,SINIL,MTM500
200402580,COMBY,
199602455,YPT,
199802710,OK,
199802714,YPH,
200600688,ET,COS
199802680,YSL,
200102575,SI C,
200402583,Exicam 7.5mg,
200402585,SI A,
200202150,THI,SIL
198401033,Y.P. DANAZOL,
200001496,분할선,ID
200001509,Bradexin Bradexin,
200001515,C분할선C,
200402912,YPP EDL,
200402915,Y50,
200502469,Y70,마크
200502470,YPY,분할선
200711307,아이굿,
199202054,SILSLM35,
200002989,SI ADM3,
198500605,P분할선T,마크
200201007,NJT,
200300972,OC,I분할선Y
200600521,C50,분할선
199502156,YPH,
201309882,V분할선N,
201309883,LC1,
200700635,ZMR,
200300098,L-Cys,
200200172,Penzal·S,
198400057,ZT,
198300941,YPT,
200100049,HT,SM
200100053,HTC,
201307960,RY,10
199102384,SNS,
199102392,PD,
199102393,CIP분할선250,
199400073,HTV,
200100063,HTAL,
200300085,Mc,MP
199302546,YCN,
199302553,YP,
199400589,CTC CTC,
199400075,HT SRM,
199900054,GLUCON GLUCON,
200102577,ACEPIN분할선325,
200402602,SI분할선SI,분할선
200410955,SIE,
198200576,tres-orix FORTE,
198901917,TOLCILEN,
197800388,0.75,SDM
197400262,SAMJIN TRESTAN,
200808008,카바간,
199502140,YPP RIVERTEN,
199902912,YPP MUCO,
199902903,DENTI-K DENTI-K,
199903348,KR2,KI
201307904,ET,V분할선L
197800389,B분할선N,
197400345,TZ150,SIL
197800390,TZ-500,분할선
199902612,GSM SINIL,
199902613,SI NTE,
199501957,BDD,분할선
200400472,SANKYO,C14
199600094,HT CFR,
200300953,DENTAMIN DENTAMIN,
200300956,HN,분할선
200401296,CFL250 IYP,
198500675,FLT,
199502167,YPO,
201307719,YY,LC
200003011,EASY,분할선
200807909,Vexcon,
200807945,EVC,분할선
200500545,D.W,0.3
199500059,HIL,
200200090,HT GST,
199300145,HT CTN,
198701503,YP,
200000767,글리아티린,
198701506,YPO,
199200169,HTCT,
200300058,HT CGC,
200300059,HT분할선F,
199500061,HT,DM
200400067,HTT,
200400068,HTRVT,
200703283,,
200807949,마크,
198802349,YPCΛ,100
199502217,YPH,
200807962,KL,마크
199502144,YPG,
200202816,심진 심진,
200302241,소브딘 소브딘,
200403398,비컴쿨 비컴쿨,
196600012,BSS,
199001971,YPO,
199602454,YPT,
199702814,YPF,
202000161,GX 마크,1000
199702806,YPB,
199902620,SIR,
200002985,T.S,S분할선I
199602065,SUDO SUDOELB ELB,
198801823,MIGAPHEN MIGAPHEN,
199604962,M·I----3,분할선
200410827,마크,분할선
200300051,DK SBT,
199806913,DK,
199702881,GJPR,
198701583,LC 500,
199602556,GJST,
199002021,TENOL  50,
199602497,hw,43
198300954,hw,23
199102473,hw63,
199202329,hw1,
200403775,Krs·AF,
199402355,H.Krs H.Krs,
199402360,HK K,
199402362,HK,분할선
199502847,Krs·TM,
199502848,Krs·Krs,
199603105,Korus Korus,
200608166,TOM,
200705819,A1,10
199603129,Krs.PS,
197900123,KMD 분할선100,마크
199500043,마크,
200600860,URO분할선K10,분할선
198802395,GQF,
200402643,H분할선M,LOX
200402645,HMP,500
200402647,HMP Dentacare,
199102938,Krs·AA,
199303262,Korus,
199303262,Korus,
199303262,Korus,
199402371,Korus,
199402372,Korus Korus,
199603130,씨씨콤,
200403776,HK분할선NT,
200102582,FT-HRQ,
200604197,TOPIKJ,십자분할선
199907080,마크,
199907081,마크,
199907082,마크,
199907083,마크,NOVO288
200500499,DNZ,KI
200600101,마크 GBP100,
200605364,WU,FC750
200102887,RV,
199402352,Krs·Krs,
199402353,Krs,
199603102,마크,마크
200402649,MM DOX200,
198700294,KJ TG,
199703384,HK CS,분할선
200402949,hw분할선hw,분할선
200603879,S405500,
200606186,S405750,
199902730,ASEC,
199802439,LVT20,분할선
200102615,HMP,
200402671,HM,AM70
200604291,HMP,
200604292,FT-LSC,
200512242,Hanmi 100,
200608162,ROGA Q10,
200608165,FT-HCN,
200502026,SDP,L50
199702839,hw25,
199702840,hw41,
199702842,hw21,
199702844,hw37,분할선
198701536,hw61,
199102477,hw37,
199702846,hw분할선7,
200009026,AEI,40mG
200009027,AEH,20mG
200403777,Korus,Korus
199202901,H.Krs.DDB,
200403778,HK·LS,
199702232,SUDO SUDOCFC  CFC,
200402672,HM800,분할선
200202030,SD,ETS
200301683,SUDO RXL,
200502029,SDP,250
200502030,SUDO N100,
200600445,SD,
200512150,C분할선O,15
198200676,SZ,
199903116,GUJU BO170,
199802794,hw31,
199802795,hw22,
200600658,리버텍트,
200410908,Krs TP,
200301667,SUDO SUDOLPW  LPW,
200402464,S분할선D,분할선
200402467,SD,OF
200402469,SUDO SUDOLPZ  LPZ,
200608168,RT,
200702965,MP5,분할선
200702969,hw6,분할선
198100102,KMD분할선200,마크
198900411,KIP,
197500097,S35,KI
197500098,S70,KI
200400062,마크,
200100437,AZ,마크
200302073,GJT,
200500385,KJ ITR,
199502825,Krs.OC,
199502828,HK CT,
199502829,Krs·MF500,
199502832,Krs·FM20,
200711477,G500,2.5
199703357,HKIP,
198700365,LD,100
198700366,LODINE,200
200400402,KUHNIL ACP,
199802774,hw DCL   100,
200300167,YUYU LCC     250,
200200229,YU분할선YU,M분할선100
199201972,SD,RAN
199802219,SUDO SUDO TDN  TDN,
200301833,HMP ERD,
199803654,HK LH,
200402952,hw75,분할선
199906977,379,
199906977,379,
199802228,S분할선D,LCT
198000412,S분할선D,마크90
200402661,FT-PCS,
200202205,HMP,분할선
200202987,Korus,
200202988,HK,75
200002760,KD,LZ분할선100
199802095,LZT,
199902271,경동 ACE,
200502490,hw분할선5,분할선
200600524,hw83,십자분할선
200600527,hw13,분할선
199200407,마크,분할선분할선
200102334,SD,YCL
200002841,SD,25
199702233,SUDO   SUDO CFR250 CFR250,
200003116,SLM140,
200502213,H분할선M,F180
199900330,KJ V-C,1000
200402472,SD,분할선
200703964,HNK,분할선
199501790,S분할선D,분할선
199502248,MBCELL,
199202403,HEPATM,
199401743,hw35,
199401749,hw24,십자분할선
200403772,Krs Krs,
200402483,SUDO　SUDONLS　 NLS,
200502041,클리젠DS 10억생균,
200402485,SD분할선GLP,분할선
200502050,SD WE,
200502054,SD,CL
199802236,SUDO SUDOPRN  PRN,
200608169,HMC 13,
199302198,SD,200
198500280,마크 EXOPEN,
199600074,275,
199302663,GV200,
198902157,GV,분할선
200704316,IH,GT
199502835,H.Krs,
199502838,Korus,
199502840,Krs Krs,
200502058,SUDO SUDOMLC  MLC,
200502062,SDL10,분할선
198901708,SUDO SUDO SBI  SBI,
200100046,동국 덴타클린,
200100048,DK,분할선
200500488,PU,2
200500489,CPC,마크
198400139,마크 마크,
200003651,V-C,분할선
198902158,DTS,분할선
200102883,GJSS,
200502202,FT-DST,
199502843,Korus Korus,
199703379,Korus,
199402367,Korus,
199002729,D분할선P,0.5
200500493,L분할선K,마크
200500494,CLP,마크
200209806,379,
200301834,HMP,5
200003115,HMT,
199500305,KJ분할선AC,
199002730,1,DP
200610866,DP,0.25
200702870,SP40,
199401753,hw NRK   200,
199401754,hw38,
200209807,379,
200209807,379,
200704013,KK,O분할선P
199702230,SUDO   SUDO CFR500 CFR500,
200301836,HM,분할선
199702238,SUDO GRC,
200502065,SD,IT
200512199,SD분할선CM,
200502215,HM250,
200502216,DXL 4,
200402674,Hanmi 0.2,
200402675,HMP MLX15,
201004243,K.D,M
199800450,AXADIN AXADIN150mg  150mg,
198902802,ZOLMIN,분할선
199304454,명인CRO,
199602467,hw04,
199202326,hw39,
199504241,AFG,
200600483,HM-SU,
197700049,마크,마크
200200395,베라드 SHINHWA,
200600119,YHAF,
199704622,H분할선N,
197500135,YH KMX   250,
200605369,HEPATECH,
200005070,K분할선K,분할선
200110053,LENIPRIL   5,마크분할선
200100264,LENIPRIL 10,마크분할선
200110059,마크 CFC,
199100258,CWP AM500,
200607677,plus,마크
199700756,YH,B-F
196000008,Y분할선H,
199401972,T분할선R,CD
199907257,CONOFEN HANA,
200210687,OD,5
200210690,D4,분할선
200704944,마크7,
199700761,YH,
196200032,YH,
196200034,YH,B
199302956,마크 JIT,
199302957,마크 VSC,
199903649,마크 SBR,
200300171,SM,마크
197900145,Y분할선H,m
200700836,M5,분할선
200710130,UT,AT
198500131,D135,
200200251,SP,CWP
200808076,SG10,
200300198,EPJW,
199400500,YuhanQ-zyme,
198400271,YH,RC
198400268,A분할선mH,
198000151,BLD,
200300344,CIS,
200607731,YH ACF,
199603453,KP,TLP
199603458,하피스,분할선
199703566,마크,
199703567,cbc,
199703570,AF,
200600140,W분할선K,R분할선D
200400209,a·CW,
200400211,화콜FT CWP,
200300200,G분할선G,마크
199400505,A분할선Bm,분할선
198800426,YH KFC　 500,
198802965,PZ,마크
200607732,0.2,Y분할선H
200005142,Fludan,분할선KP
200000417,HIT,마크
198900263,M,마크분할선100
199100259,CWP AM250,
199101866,MT,분할선
198701725,T분할선C,CD
199903340,T분할선I,CD
199403286,DAEWON,분할선
200706320,마크분할선4,
200410823,P분할선H,DWP
200404028,CEN,
199300319,Q100,
200703718,랠리토닉,
197300084,YH RFP   150,
199900524,YH,S분할선100
199900528,YHE+Mg,
200003983,S,CD
198301037,DURIBANG,
199401973,Duricol Duricol,
200109953,30mg,
199300703,YH CCL   250,
198100126,A분할선mE,
199900536,YH,S-C
197100057,YH P-D   540,
200308589,마크 DFL　 　150,
199700332,HANF,
199600267,G50,마크
200500287,마크201,
200500288,마크202,분할선
199701931,BC VIQ,
199803951,Am,P
200808077,MO10,
199000227,S200,CWP분할선
200400433,BLN,
200200252,마크FINA,십자분할선
200500297,V-N,CWP
198600161,B20,
200605350,B40,CWP
200200451,AFL,2.5
199300325,마크,마크
200606318,M분할선N,마크
199500442,A분할선ID,분할선
198800437,YH KMX   500,
200302177,EB,
200502695,HCT,
200502696,BLT,
197000212,HNPB,
200200250,L40 마크,
197700114,Y분할선H,DG
200808078,ID·L1,분할선
200403282,CO분할선CD,분할선
199202530,PR,CD
199700389,마크 FCZ,
199800187,SF,CWP
200200234,PROVIGIL,200분할선MG
199900204,313분할선313,
197800132,YH,PZM
200100262,BC,CWP
200300189,FA-N,
200100250,Fe,CWP
200300192,덴드리스 마크,
198500125,마크,5분할선S
200600052,MONASTAR,CWP
199502192,YPC,분할선
200002554,BC,WB
200307976,마크,
200200204,AKC,
198200064,HAN400,
200605481,마크,FMR
199802575,K.D,
200704940,Megasilyn,
200301923,KD,분할선
199301092,TG GQT,1분할선2분할선3분할선4
200401137,TG HMB,
200401144,TG,T분할선B
200300802,마크,CL
199801099,AG PCT   20mg,
200401108,마크분할선GLT,분할선
199901043,TGFRG,
200100932,TG1,
200502809,십자분할선,마크PSD
200608291,ETX,F150
200502810,마크,ITZ
199600168,ZP,
200704320,UL,10
200808715,AG,AV4
200200963,8분할선,
198600630,BR분할선12.5,
199201136,-K-,
200600456,HN분할선C2,
200600460,HN분할선5,
199802287,HNRPT,
199902619,S분할선I,
199202052,OFX,SI
197800210,TG분할선AD,
197900215,TG분할선SN,
200200852,MTS,PC
200300830,MOTR,
200402551,마크BRTM,
200808150,HM,LZ
197800241,IPT,분할선
197900149,마크,
199002349,마크S,
199002351,마크,마크5
200404034,KPP PRA,
199300843,AJU DXC,
198601210,M036,M036
198901918,M분할선200,
200002987,SI60,분할선
200002994,MEL135,
200002996,S분할선I,M
200003002,SIL,
198700705,BR분할선25,십자분할선
198100241,SE,
198300489,BR분할선CB,
200501195,FF,
200811106,RPCQH,
200502323,K.D,ITO
200605451,F750,K.D
200300259,KJ분할선KJ,분할선
200808198,K분할선J,160
199700919,AJU EXON,
200300523,AJU,M
198200328,D5,
199700887,AJU ROT,
200700869,SDP,15
199907419,JJS JJS,
200411002,AST,
198902527,HANLIM HANLIM,
200808168,IDPa,
200706270,M분할선5,마크
200706280,마크,마크
200706280,마크,마크
200706280,마크,마크
198200119,PTKJ,
199903543,마크 SCR,
200804586,KPP,A/T
199801299,MK NG2,
200607750,250,ΛJU
200703077,HDP,S분할선5
199301091,TGPTT,
200003318,K.D,
200102336,SD,TO
200402465,SD,625
200402468,ERS,
200402473,S분할선D,400
199100996,TG분할선MET,
199900801,AL 50,
200808199,K분할선J,80
199502575,마크,IBF
199802576,K.D,
200003320,하이마린,
200502035,S분할선D,DXF
200410977,SUDO MCZ,
199802387,NPRT,
199901157,ATD,
200401110,TGAC,
200501038,TG GP300,
200808126,마크,VS1
200103315,마크 1,분할선
200706367,0.3,DWP
200706471,VSC,
200600232,TG MS,
200200957,625,
199901158,CLC,
199502656,마크,
198601478,TL,분할선
199302973,SPC,
200402557,GJ,AF
200706569,SCD,0.3
199401113,GEWOCOL SAMJIN,
200301902,K.D EZDEN,
200401313,코엔드 코엔드,
200803806,81,
199201067,NTR,분할선20
200606648,BC,D분할선X
199901248,MK S8,
200202855,SEL분할선SEL,분할선
200502853,EXLIP,500
199002404,ER,
200811124,YM-OLF,
200402560,마크DUQ,
200402561,마크AVR,
199902633,RmD,SJP
199502078,CEFADROXIL CEFADROXIL 500　　　　　500,
199602374,KD Acetein,
199502214,GM,
199302441,KDF KDF100 100,
200605355,리버비타,
199200423,KP분할선250,
200300423,KOLON 625,
199803426,마크Z,
199201977,SD,
199702412,10,
200202129,LE,25
200202133,SI7,SIL
200707142,HMP Cefd100,
200501287,MK분할선CP,2.5
199800909,KAP,
200402562,마크,CFZ
199902637,마크,마크
200404200,NK DCZ,
200808179,KN LP,
199100826,KAP NPR,
200502125,,마크BC
200502126,마크CD,
200402564,마크 MELCAM,
200502128,분할선,마크DΛ
200502129,마크,ND분할선5
199502582,마크,OFC
199902842,K/D,
200402793,K.D PNZ50,
200402800,KDP,
200301926,KDP,
200809784,KNB,
199301084,TG분할선T,
199301084,TG분할선T,
199901052,TG분할선ZMS,
200001148,AC,RD
200403408,MBT,
200403409,마크BLM,
200403411,마크J,
200403413,마크TM,분할선
200403414,LPN,마크
199502584,마크5,마크
199502585,마크,ACF
199902440,HF50,
200401256,T분할선10,
200001377,TG,CED
198000235,BR NB5,
199703200,RJ,
198802643,FM,
200301899,KDL,
200403405,마크C,분할선
200502808,LK,마크
200500467,HAN140,
200500622,마크 Selectine         10mg,
200501218,OEHC,
200803516,SEH,NVR
200803517,FLO,NVR
199802264,HNBZ,
200402586,HAPPY,마크
200502164,SINIL,250
200402588,SI,HE
200600471,마크,마크
200600471,마크,마크
200600471,마크,마크
199601083,BRC,
200808136,KTS,160
200600267,MK DZ,분할선
198000244,BR NB10,
